Allows windows to be able to be dragged off of the main game window. Requires a reload to take effect.	允许将工具窗口拖出游戏主窗口，重启后生效。
Texture filtering, aka texture smoothing. Requires a reload to take effect.\n\nThree-Point: Replicates real N64 texture filtering.\nBilinear: If Three-Point causes poor performance, try this.\nNearest: Disables texture smoothing. (Not recommended)	纹理过滤可平滑纹理，重启后生效。\n三点过滤：还原 N64 的纹理过滤。\n双线性：三点过滤性能不佳时可尝试。\n最近邻：关闭纹理平滑，不推荐。
Enables text to speech for in game dialog	朗读游戏内对话。
Disables the automatic re-centering of the camera when idle.	待机时，镜头不再自动回正。
Holding down B skips text	按住 B 键跳过文字。
Speeds up lifting silver rocks and obelisks	加快举起银色岩石和石柱的动作。
Skip pickup messages for new consumable items and bottle swipes	跳过首次拾取消耗品及用瓶子捕获物品的提示。
Skip the part where the Ocarina playback is called when you play a song	吹奏歌曲后跳过陶笛的回放部分。
Pierre appears when Ocarina is pulled out. Requires learning scarecrow song.	取出陶笛时皮埃尔就会出现，需要先学会稻草人之歌。
Skip the "Game saved." confirmation screen	跳过“游戏已保存”的确认画面。
Greatly decreases cast time of Farore's Wind magic spell.	大幅缩短法罗雷之风的施法时间。
Skips Link's taking breath animation after coming up from water. This setting does not interfere with getting items from underwater.	跳过浮出水面后的换气动作，不影响水下获取物品。
Allows you to change the number of days it takes for Biggoron to forge the Biggoron Sword	调整大鼓隆铸造大鼓隆之剑所需的天数。
When loading a save, places Link at the last entrance he went through.\nThis doesn't work if the save was made in grottos/fairy fountains or dungeons.	读取存档时，林克出现在上次经过的入口。\n在洞穴、精灵之泉或迷宫内保存时不适用。
Prevent forced Navi conversations	取消娜薇强制发起的对话。
Resets the Navi timer on scene change. If you have already talked to her, she will try and talk to you again, instead of needing a save warp or death. 	切换场景时重置娜薇提示计时。即使已交谈，她也会再次尝试提示，无需读档传送或死亡。
Stops the game from freezing the player when picking up Gold Skulltulas	拾取金骷髅蜘蛛徽章时，玩家不再被暂时定住。
Nighttime Skulltulas will spawn during both day and night.	原本仅夜间出现的金骷髅蜘蛛，白天也会出现。
Makes Dampe appear anytime during the night, not just his usual working hours.	丹培在整晚都会出现，不限于原来的工作时间。
Kick open every chest	所有宝箱都用踢开的快速动作。
Chest sizes and textures are changed to help identify the item inside.\n - Major items: Large gold chests\n - Lesser items: Large brown chests\n - Junk items: Small brown chests\n - Small keys: Small silver chest\n - Boss keys: Vanilla size and texture\n - Skulltula Tokens: Small skulltula chest\n\nNOTE: Textures will not apply if you are using a mod pack with a custom chest model.	通过宝箱大小和纹理辨别内容：\n重要物品：大型金色宝箱\n次要物品：大型棕色宝箱\n普通物品：小型棕色宝箱\n小钥匙：小型银色宝箱\nBoss 钥匙：原版大小与纹理\n蜘蛛徽章：小型蜘蛛宝箱\n\n使用自定义宝箱模型的模组时，纹理可能不生效。
Only change the size/texture of chests if you have the Stone of Agony.	只有获得震动石后，才按内容改变宝箱大小和纹理。
Adds a prompt to equip newly-obtained swords, shields and tunics	获得新的剑、盾牌或服装时，询问是否立即装备。
The default response to Kaepora Gaebora is always that you understood what he said	与猫头鹰对话时，默认选项始终表示已听懂。
Allows exiting Hyrule Castle Market Town to Hyrule Field at night by speaking to the guard next to the gate.	夜间与城门旁的守卫交谈，可从城下町前往海拉鲁平原。
Shops and minigames are open both day and night. Requires scene reload to take effect.	商店和小游戏白天、夜间均开放，重新载入场景后生效。
Allows you to have "Link" as a premade file name	预先填入“Link”作为存档名称。
Fisherman asks if you want to quit at the door when you still have the rod	仍拿着钓竿走到门口时，店主会询问是否结束钓鱼。
Allows Link to freely change age by playing the Song of Time.\nTime Blocks can still be used properly.\n\nRequirements:\n- Obtained the Ocarina of Time (depends on selection)\n- Obtained the Song of Time\n- Obtained the Master Sword\n- Not within range of Time Block\n- Not within range of Ocarina playing spots	吹奏时之歌可切换林克的年龄，时之方块仍可正常使用。\n条件：获得时之笛（依所选规则）、时之歌和大师之剑；不在时之方块或吹奏触发点附近。
Selection of warp song in pause menu initiates warp. Disables song playback.	在暂停菜单选择传送曲即可传送，不再播放歌曲。
Allow Link to put items away without having to wait around	无需等待即可收起手中的物品。
Instantly return the boomerang to Link by pressing its item button while it's in the air	回旋镖飞行时再次按对应物品键，可立即召回。
Prevent dropping inputs when playing the ocarina quickly	防止快速吹奏陶笛时遗漏输入。
Wearing the Bunny Hood grants a speed increase like in Majora's Mask. The longer jump option is not accounted for in randomizer logic.\n\nAlso disables NPC's reactions to wearing the Bunny Hood.	佩戴兔子头套时，像《姆吉拉的假面》一样加快移动。延长跳跃不计入随机模式逻辑。\n同时关闭 NPC 对兔子头套的特殊反应。
Allows the bunny hood to be equipped normally from the pause menu as adult.	成年林克也可从暂停菜单正常装备兔子头套。
After completing the mask trading sub-quest, press A and any direction on the mask slot to change masks	完成面具交易支线后，在面具格按 A 键和方向键切换面具。
Makes nuts explode bombs, similar to how they interact with bombchus. This does not affect bombflowers.	德库果实可像触发炸弹鼠一样引爆炸弹，不影响炸弹花。
Allow the bow and magic arrows to be equipped at the same time on different slots. (Note this will disable the behaviour of the 'Equip Dupe' glitch)	弓和魔法箭可同时装备到不同快捷栏，此功能会取消装备复制漏洞的行为。
Allows child to use bow with arrows.\nAllows adult to use slingshot with seeds.\n\nRequires glitches or 'Timeless Equipment' cheat to equip.	孩童可使用弓箭，成人可使用弹弓。\n需要利用漏洞或开启“装备不受年龄限制”才能装备。
Helps FW persist between ages, gives child and adult separate FW points, and can be used in more places.	法罗雷之风的传送点可跨年龄保留，孩童和成人各有独立传送点，并可在更多地点使用。
Removes the cap of 3 active explosives being deployed at once.	取消最多同时存在三个爆炸物的限制。
Explosions are now a static size, like in Majora's Mask and OoT3D. Makes bombchu hovering much easier.	爆炸范围改为固定大小，类似《姆吉拉的假面》和《时之笛 3D》，使炸弹鼠悬浮更容易。
Prevent bombchus from forcing the camera into first-person mode when released.	放出炸弹鼠时，镜头不再强制进入第一人称。
Aiming with a bow or slingshot will display a reticle as with the hookshot when the projectile is ready to fire.	弓或弹弓准备好发射时，显示类似钩索的准星。
Allows strength to be toggled on and off by pressing A on the strength upgrade in the equipment subscreen of the pause menu (This allows performing some glitches that require the player to not have strength).	在暂停菜单的装备页，对力量升级按 A 键可开关效果，便于使用要求没有力量升级的漏洞。
Enable the following changes to the amount of health restored by Red Potions	启用下方对红色药水生命回复量的修改。
Changes the amount of health restored by Red Potions	调整红色药水回复的生命值。
Toggles from Red Potions restoring a fixed amount of health to a percent of the player's current max health	将红色药水的回复方式从固定数值改为生命上限的百分比。
Enable the following changes to the amount of mana restored by Green Potions	启用下方对绿色药水魔力回复量的修改。
Changes the amount of mana restored by Green Potions, base max mana is 48, max upgraded mana is 96	调整绿色药水回复的魔力，基础魔力上限为 48，升级后为 96。
Toggles from Green Potions restoring a fixed amount of mana to a percent of the player's current max mana	将绿色药水的回复方式从固定数值改为魔力上限的百分比。
Enable the following changes to the amount of health and mana restored by Blue Potions	启用下方对蓝色药水生命和魔力回复量的修改。
Changes the amount of health restored by Blue Potions	调整蓝色药水回复的生命值。
Toggles from Blue Potions restoring a fixed amount of health to a percent of the player's current max health	将蓝色药水的生命回复方式改为生命上限的百分比。
Changes the amount of mana restored by Blue Potions, base max mana is 48, max upgraded mana is 96	调整蓝色药水回复的魔力，基础上限为 48，升级后为 96。
Toggles from Blue Potions restoring a fixed amount of mana to a percent of the player's current max mana	将蓝色药水的魔力回复方式改为魔力上限的百分比。
Enable the following changes to the amount of health restored by Milk	启用下方对牛奶生命回复量的修改。
Changes the amount of health restored by Milk	调整牛奶回复的生命值。
Toggles from Milk restoring a fixed amount of health to a percent of the player's current max health	将牛奶的回复方式改为生命上限的百分比。
Enable the following changes to the amount of health restored by Half Milk\nIf this is disabled, Half Milk will behave the same as Full Milk.	单独调整半瓶牛奶的生命回复量。关闭时，半瓶牛奶与满瓶牛奶每次的效果相同。
Changes the amount of health restored by Half Milk	调整半瓶牛奶回复的生命值。
Toggles from Half Milk restoring a fixed amount of health to a percent of the player's current max health	将半瓶牛奶的回复方式改为生命上限的百分比。
Enable the following changes to the amount of health restored by Fairies	启用下方对精灵生命回复量的修改。
Changes the amount of health restored by Fairies	调整精灵回复的生命值。
Toggles from Fairies restoring a fixed amount of health to a percent of the player's current max health	将精灵的回复方式改为生命上限的百分比。
Enable the following changes to the amount of health restored by Fairy Revivals	启用下方对精灵复活时生命回复量的修改。
Changes the amount of health restored by Fairy Revivals	调整精灵复活时回复的生命值。
Toggles from Fairy Revivals restoring a fixed amount of health to a percent of the player's current max health	将精灵复活的回复方式改为生命上限的百分比。
Turn on/off changes to the shooting gallery behavior	开启或关闭对射击场规则的修改。
Skips the shooting gallery minigame	跳过射击场小游戏并直接获胜。
Forces the rupee order to not be randomized as adult, making it the same as chlid	成人射击场的卢比顺序不再随机，与孩童时一致。
The ammunition at the start of the shooting gallery minigame as a child	孩童参加射击场小游戏时的初始弹药数量。
The ammunition at the start of the shooting gallery minigame as an adult	成人参加射击场小游戏时的初始弹药数量。
Turn on/off changes to the bombchu bowling behavior	开启或关闭对炸弹鼠保龄球规则的修改。
Prevents the small cucco from appearing in the bombchu bowling minigame	炸弹鼠保龄球小游戏中不再出现小鸡。
Prevents the big cucco from appearing in the bombchu bowling minigame	炸弹鼠保龄球小游戏中不再出现大鸡。
The number of bombchus available at the start of the bombchu bowling minigame	炸弹鼠保龄球小游戏开始时可用的炸弹鼠数量。
Turn on/off changes to the fishing behavior	开启或关闭对钓鱼规则的修改。
All fish will be caught instantly	所有鱼都会立即被钓起。
When a line is stable, guarantee bite. Otherwise use default logic	鱼线稳定时必定咬钩，否则使用原版逻辑。
Once a hook has been set, fish will never let go while being reeled in.	咬钩后收线时，鱼不会逃脱。
The minimum weight for the unique fishing reward as a child	孩童获得钓鱼特殊奖励所需的最低重量。
The minimum weight for the unique fishing reward as an adult	成人获得钓鱼特殊奖励所需的最低重量。
Turn on/off changes to the lost woods ocarina game behavior	开启或关闭迷失森林陶笛小游戏的规则修改。
Skips the lost woods ocarina game	跳过迷失森林陶笛小游戏。
Adjust the speed that the skull kids play notes	调整骷髅小子演奏音符的速度。
Removes the timer to play back the song	取消跟奏歌曲的时间限制。
Adjust the number of notes the skull kids play to start the first round	调整第一轮开始时骷髅小子演奏的音符数量。
Adjust the number of notes you need to play to end the first round	调整完成第一轮所需的音符数量。
Adjust the number of notes you need to play to end the second round	调整完成第二轮所需的音符数量。
Adjust the number of notes you need to play to end the third round	调整完成第三轮所需的音符数量。
Dying will delete your file\n\n     	死亡后会删除当前存档！\n\n     
When you lose 4 quarters of a heart you will permanently lose that heart container.\n\nDisabling this after the fact will restore your heart containers.	每损失一整颗心，就永久失去一个心之容器。\n关闭此选项可恢复已经失去的容器。
Modifies all sources of damage not affected by other sliders\n2x: Can survive all common attacks from the start of the game\n4x: Dies in 1 hit to any substantial attack from the start of the game\n8x: Can only survive trivial damage from the start of the game\n16x: Can survive all common attacks with max health without double defense\n32x: Can survive all common attacks with max health and double defense\n64x: Can survive trivial damage with max health without double defense\n128x: Can survive trivial damage with max health and double defense\n256x: Cannot survive damage	调整未被其他倍率设置覆盖的伤害。\n2 倍：初始生命可承受常见攻击。\n4 倍：初始生命会被较强攻击一击击倒。\n8 倍：初始生命仅可承受轻微伤害。\n16 倍：满生命可承受常见攻击。\n32 倍：满生命且双倍防御可承受常见攻击。\n64 倍：满生命仅可承受轻微伤害。\n128 倍：满生命且双倍防御仅可承受轻微伤害。\n256 倍：任何伤害都会致命。
Modifies all fall damage\n2x: Can survive all fall damage from the start of the game\n4x: Can only survive short fall damage from the start of the game\n8x: Cannot survive any fall damage from the start of the game\n16x: Can survive all fall damage with max health without double defense\n32x: Can survive all fall damage with max health and double defense\n64x: Can survive short fall damage with double defense\n128x: Cannot survive fall damage	调整坠落伤害。\n2 倍：初始生命可承受所有坠落伤害。\n4 倍：初始生命仅可承受短距离坠落。\n8 倍：初始生命无法承受坠落。\n16 倍：满生命可承受所有坠落伤害。\n32 倍：满生命且双倍防御可承受所有坠落伤害。\n64 倍：双倍防御下可承受短距离坠落。\n128 倍：无法承受坠落伤害。
Modifies damage taken after falling into a void\n2x: Can survive void damage from the start of the game\n4x: Cannot survive void damage from the start of the game\n8x: Can survive void damage twice with max health without double defense\n16x: Can survive void damage with max health without double defense\n32x: Can survive void damage with max health and double defense\n64x: Cannot survive void damage	调整掉入深渊后的伤害。\n2 倍：初始生命可承受一次。\n4 倍：初始生命无法承受。\n8 倍：满生命无双倍防御可承受两次。\n16 倍：满生命无双倍防御可承受一次。\n32 倍：满生命且双倍防御可承受一次。\n64 倍：无法承受深渊伤害。
Modifies damage taken after bonking.	调整撞墙后受到的伤害。
Respawn with full health instead of 3 Hearts	重新出现时回复满生命，而非三颗心。
Disables random drops, except from the Goron Pot, Dampe, and bosses	取消随机掉落，鼓隆大罐子、丹培和 Boss 的掉落除外。
Bombchus will sometimes drop in place of bombs	原本掉落炸弹时，有时改为掉落炸弹鼠。
Bonking into trees will have a chance to drop up to 3 sticks. Must already have obtained sticks.	撞树有概率掉落最多三根德库木棒，需要已获得过木棒。
Disables heart drops, but not heart placements, like from a Deku Scrub running off\nThis simulates Hero Mode from other games in the series	取消随机爱心掉落，但不移除固定爱心，例如逃跑的德库商人留下的爱心。模拟系列其他游戏的英雄模式。
All major bosses move and act twice as fast.	所有主要 Boss 的移动和行动速度加倍。
All regular enemies and mini-bosses move and act twice as fast.	所有普通敌人和小 Boss 的移动、行动速度加倍。
Always get the heart piece/purple rupee from the spinning Goron pot	旋转的鼓隆大罐子必定给出心之碎片或紫色卢比。
Always win the heart piece/purple rupee on the first dig in Dampe's grave digging game, just like in rando\nIn a rando file, this is unconditionally enabled	丹培挖掘小游戏第一次就挖出心之碎片或紫色卢比，和随机模式相同。随机模式存档中此效果始终开启。
All dogs can be traded in and will count as Richard.	所有狗都可以作为理查德交回。
Cuccos will stay in place longer after putting them down, by a multiple of the value of the slider.	按滑块指定的倍率延长鸡被放下后停留在原地的时间。
The time between leever groups spawning.	两批沙地怪生成之间的间隔。
Disable the low HP beeping sound	关闭生命值过低时的蜂鸣声。
Hides most of the UI when not needed\nNote: Doesn't activate until after loading a new scene	不需要时隐藏大部分游戏界面，加载新场景后生效。
Disables the voice audio when Navi calls you	关闭娜薇呼唤林克时的语音。
Disables warning text when you don't have on the Goron/Zora Tunic in Hot/Underwater conditions.	在高温或水下未穿对应服装时，不显示警告文字。
Preserves the minimap visibility state when going between areas rather than defaulting it to "on" when going through loading zones.	跨区域时保留小地图的显示状态，不再默认重新打开。
Displays an icon and plays a sound when Stone of Agony should be activated, for those without rumble	震动石触发时显示图标并播放声音，适合没有震动功能的控制器。
Allows equipping the tunic and boots to c-buttons	允许将服装和靴子分配到 C 键。
Allows equipment to be removed by toggling it off on\nthe equipment subscreen.	在装备子菜单中再次选择装备，可以将其卸下。
Introduces Options for unequipping Link's sword\n\nNone: Only Biggoron's Sword/Giant's Knife can be toggled. Doing so will equip the Master Sword.\n\nChild Toggle: This will allow for completely unequipping any sword as child link.\n\nBoth Ages: Any sword can be unequipped as either age. This may lead to swordless glitches as Adult.\n	设置卸下剑的规则。\n无：仅大鼓隆之剑／巨人之刃可切换，卸下后改持大师之剑。\n仅孩童：孩童可完全卸下剑。\n两种年龄：任何年龄均可卸下剑，成人可能因此触发无剑漏洞。
Allows the Lon Lon Ranch obstacle course reward to be shared across time periods	隆隆牧场障碍赛奖励可在两个年代共享。
Injects item counts in pickup messages, like golden skulltula tokens and heart pieces	拾取提示中显示金骷髅蜘蛛徽章、心之碎片等物品的累计数量。
Allows graves to be pulled when child during the day	孩童在白天也可拉动墓碑。
Allows dogs to follow you anywhere you go, even if you leave the market	即使离开城下町，狗也能继续跟随。
Removes the input requirement on textboxes after defeating Ganon, allowing Credits sequence to continue to progress	击败加侬后的文字不再要求按键，让制作人员名单自动继续。
Allows Ice Arrows to melt red ice.\nMay require a room reload if toggled during gameplay.	冰箭可融化红冰。游戏中开关此设置后可能需要重新进入房间。
Allows Light Arrows to activate sun switches.\nMay require a room reload if toggled during gameplay.	光箭可触发太阳开关。游戏中开关此设置后可能需要重新进入房间。
Disable random camera wiggle at low health	关闭低生命值时镜头的随机晃动。
Renders a health bar for enemies when Z-Targeted	锁定敌人时显示其血条。
Use a different color when aiming at hookshotable collision	准星瞄准钩索可抓取的表面时，使用不同颜色。
Toggle between standard assets and alternate assets. Usually mods will indicate if this setting has to be used or not.	切换标准资源与替换资源，是否需要开启请参考模组说明。
Disables bombs always rotating to face the camera. To be used in conjunction with mods that want to replace bombs with 3D objects.	炸弹不再始终旋转朝向镜头，适合将炸弹替换为 3D 模型的模组。
Disables grottos rotating with the camera. To be used in conjunction with mods that want to replace grottos with 3D objects.	洞穴入口不再跟随镜头旋转，适合使用 3D 洞穴入口模型的模组。
Turns Bunny Hood invisible while still maintaining its effects.	隐藏兔子头套的外观，但保留其效果。
Disables the beating animation of the hearts on the HUD.	关闭界面中爱心跳动的动画。
Allow you to rotate Link on the Equipment menu with the D-pad\nUse D-pad Up or D-pad Down to reset Link's rotation	在装备菜单中用方向键旋转林克，上下方向键恢复默认朝向。
Allow you to rotate Link on the Equipment menu with the C-buttons\nUse C-Up or C-Down to reset Link's rotation	在装备菜单中用 C 键旋转林克，C 上／C 下恢复默认朝向。
Allow you to rotate Link on the Equipment menu with the Right Stick\nYou can zoom in by pointing up and reset Link's rotation by pointing down	在装备菜单中用右摇杆旋转林克，向上可放大，向下恢复默认朝向。
Randomize the animation played each time you open the menu	每次打开菜单时随机选择动画。
Randomize the animation played on the menu after a certain time	经过一定时间后，随机切换菜单中的动画。
Randomize the animation played on the menu after a certain time (Idle animations only)	经过一定时间后，随机切换菜单中的待机动画。
Turns off the Level of Detail setting, making models use their higher-poly variants at any distance	关闭细节层级简化，任何距离均使用高面数模型。
Turns off the objects draw distance, making objects being visible from a longer range	取消物体的绘制距离限制，让远处物体也能显示。
The Kokiri are mystical beings that fade into view when approached\nEnabling this will remove their draw distance	科克里族原本在靠近时逐渐出现，开启此选项可取消他们的绘制距离限制。
Makes all equipment visible, regardless of Age.	不论年龄，显示所有装备。
Scales all of the Adult Equipment, as well and moving some a bit, to fit on Child Link Better. May not work properly with some mods.	缩放并调整成人装备，使其更适合孩童林克。可能与部分模组不兼容。
Sets aspect ratio to 4:3 and lowers resolution to 240p, the N64's native resolution	将画面比例设为 4:3，分辨率降至 N64 原生的 240p。
Displays a tick in the top center of the screen to help with glitch line-ups in SoH, as traditional UI based line-ups do not work outside of 4:3	在屏幕顶部中央显示对位标记，便于使用漏洞。传统界面对位法在非 4:3 比例下不适用。
Change most 2D items and projectiles on the overworld to their 3D versions	将场景中大多数二维物品和投射物替换为三维模型。
Disables Black Bar Letterboxes during cutscenes and Z-targeting\nNote: there may be minor visual glitches that were covered up by the black bars\nPlease disable this setting before reporting a bug	取消过场和锁定时的上下黑边。可能暴露原本被黑边遮住的轻微画面问题，报告问题前请先关闭此选项。
Changes the rupee in the wallet icon to match the wallet size you currently have	让钱包旁的卢比图标颜色与当前钱包等级匹配。
Always shows dungeon entrance icons on the minimap	始终在小地图上显示迷宫入口图标。
Renders Gauntlets when using the Bow and Hookshot like in OOT3D	使用弓和钩索时显示手套，类似《时之笛 3D》。
When medallions are collected, the medallion imprints around the Master Sword pedestal in the Temple of Time will become colored	获得徽章后，时之神殿大师之剑台座周围对应的徽章印记会着色。
Disabled: Paths vanish more the higher the resolution (Z-fighting is based on resolution)\nConsistent: Certain paths vanish the same way in all resolutions\nNo Vanish: Paths do not vanish, Link seems to sink in to some paths\nThis might affect other decal effects\n	禁用：分辨率越高，道路因深度冲突而消失越明显。\n一致：所有分辨率下以相同方式消失。\n不消失：道路不消失，但林克可能看起来陷入地面。\n此设置也可能影响其他贴花效果。
Space between text characters (useful for HD font textures)	调整字符间距，适用于高清字库纹理。
Shows what items you have collected in the file select screen, like in N64 randomizer	在存档选择画面显示已收集物品，类似 N64 随机版。
Ammo counts in the pause menu will work correctly regardless of the position of items in the inventory	无论物品在道具栏的位置如何，暂停菜单都正确显示弹药数量。
Makes the L and R buttons in the pause menu the same color	让暂停菜单的 L 和 R 按钮使用相同颜色。
Makes L and R switch pages like on the GameCube\nZ opens the Debug Menu instead	像 GameCube 版一样用 L／R 翻页，Z 键改为打开调试菜单。
Removes the dungeon entrance icon on the top-left corner of the screen when no dungeon is present on the current map	当前地图没有迷宫时，不再在左上角显示迷宫入口图标。
Re-enables the two-handed idle animation, a seemingly finished animation that was disabled on accident in the original game	重新启用原版中似乎意外关闭的双手武器待机动画。
Fixes a bug where the Gravedigging Tour Heart Piece disappears if the area reloads	修正重新载入区域后，挖掘之旅的心之碎片消失的问题。
Prevents the Forest Stage Deku Nut upgrade from becoming unobtainable after receiving the Poacher's Saw	获得偷猎者锯子后，仍可在森林舞台取得德库果实升级。
Correctly centers the Navi text prompt on the HUD's C-Up button	将娜薇文字提示正确居中于界面的 C 上按钮。
Make Anubis fireballs do fire damage when reflected back at them with the Mirror Shield	用镜盾反射阿努比斯的火球时，使其造成火焰伤害。
Make the Megaton Hammer's crouch stab able to destroy rocks without first swinging it normally	巨人之锤无需先普通挥击，就能通过蹲刺破坏岩石。
Make crouch stabbing always do the same damage as a regular slash	蹲刺始终造成与普通挥剑相同的伤害。
Extend certain credits scenes so the music lines up properly with the visuals	延长部分制作人员名单场景，使画面与音乐正确对齐。
Prevent the Gerudo Warrior's clothes changing color when changing Link's tunic or using bombs in front of her	改变林克服装或在格鲁德战士面前使用炸弹时，她的衣服不再错误变色。
Fixes camera slightly drifting to the left when standing still due to a math error	修正数学误差导致站立时镜头轻微向左漂移。
Fixes camera getting stuck on collision when standing still, also fixes slight shift back in camera when stop moving	修正站立时镜头被碰撞卡住，以及停止移动时镜头轻微回退的问题。
Fixes camera swing rate when player falls off a ledge and camera swings around	修正林克从边缘落下时镜头转动的速度。
Adds 5 higher pitches for the Silver Rupee Jingle for the rooms with more than 5 Silver Rupees. Currently only relevant in Master Quest.	为超过五枚银卢比的房间增加五个更高音阶的提示乐。目前仅适用于里世界。
Fixes authentic out of bounds texture reads, instead loading textures with the correct size	修正原版纹理读取越界，改为加载正确尺寸的纹理。
Prevents the Poacher's Saw softlock from mashing through the text, or with Skip Text enabled.	防止快速按键或跳过文字导致偷猎者锯子流程卡死。
Causes respawning enemies, like stalchildren, to appear on land near bodies of water. Fixes an incorrect calculation that acted like water underneath ground was above it.	让骷髅小孩等会重新生成的敌人也能在水边陆地出现，修正将地底水面误判为地表水面的计算。
Fixes the bushes to drop items correctly rather than spawning undefined items.	修正灌木生成未定义物品的问题，使掉落正确。
Prevents immediately falling off climbable surfaces if climbing on the edges.	在可攀爬表面边缘攀爬时，不再立即脱落。
Fixes Link's eyes being open in the opening cutscene when he is supposed to be sleeping.	修正开场过场中林克睡觉时仍睁着眼睛的问题。
Fixes Darunia's dancing speed so he dances to the beat of Saria's Song, like in vanilla.	修正达鲁尼亚的舞速，使其像原版一样与莎莉亚之歌节拍一致。
Fixes the two raised floor switches, the one in Forest Temple Basement and the one at the top of Fire Temple. \nThis will lower them, making activating them easier	降低森林神殿地下室和炎之神殿顶层两处异常凸起的地板开关，使其更容易踩下。
Fixes one Zora's dialogue giving a hint about bringing Ruto's Letter to King Zora to properly occur before moving King Zora rather than after	让卓拉关于把露托的信交给卓拉王的提示在卓拉王让路前出现，而非之后。
Hide the game version and build details and display the authentic model and texture on the boot logo start screen	启动标志画面隐藏版本及构建信息，显示原版模型和纹理。
Restore the original red blood from NTSC 1.0/1.1. Disable for green blood	恢复 NTSC 1.0／1.1 的红色血液，关闭则使用绿色血液。
Restore a bug from NTSC 1.0 that allows casting the Fishing Rod while using the Hover Boots	恢复 NTSC 1.0 中穿悬浮靴时可以抛竿的漏洞。
Restores N64 Weird Frames allowing weirdshots to behave the same as N64	还原 N64 特殊帧行为，使相关钩索漏洞表现与 N64 一致。
Allows bombchus to explode out of bounds\nSimilar to GameCube and Wii VC	允许炸弹鼠在场景边界外爆炸，类似 GameCube 和 Wii VC 版本。
Restore a bug from NTSC 1.0 that allows putting away an item without an animation and performing Putaway Ocarina Items	恢复 NTSC 1.0 中无动画收起物品的漏洞，可用于收起陶笛物品等操作。
Restore pre-release behavior where defeating a Gold Skulltula will play a cutscene showing it die.	恢复早期版本击败金骷髅蜘蛛后播放死亡过场的行为。
Restore a bug from NTSC 1.0 that allows bypassing Bongo Bongo's intro cutscene to quickly kill him	恢复 NTSC 1.0 中跳过邦戈邦戈开场并快速击杀的漏洞。
Restores the original outcomes when performing Reverse Bottle Adventure.	还原反向瓶子冒险（RBA）漏洞的原始结果。
